"Att1_1","Att1_2","Att1_3","Att2_1","Att2_2","Att2_3","Att3_1","Att3_2","Att3_3","Att3_4","Att4_1","Att4_2","Att4_3","Att4_4","Att5_1","Att5_2","Att5_3","Att5_4","Att5_5","Att5_6","Att6_1","Att6_2","Att6_3","Att6_4","Att7_1","Att7_2","Att8_1","Att8_2","Slope_2","Slope_3","Slope_4","Slope_5","Slope_6","Slope_7","Slope_8","Slope_9","Slope_10","Slope_11","Slope_12","Slope_13","Slope_14","Slope_15","Slope_16","Slope_17","Slope_18","Slope_19","Slope_20","None"
0.01629998210875,-0.060077509025,0.04377752691625,-0.1083417640875,0.0676440200525,0.040697744035,-0.100973996845,-0.034574748725,-0.02352254076125,0.15907128633125,0.0319120652925,0.06115670841375,0.0020820549375,-0.09515082864375,0.1680278908625,0.30157708737875,-0.1582112428275,-0.02009531948,-0.040325338075,-0.25097307785875,-0.088939697475,-0.0370108114325,0.0571753227,0.0687751862075,0.000961279037499999,-0.000961279037499999,-0.055572978025,0.055572978025,-0.0362660515972884,-0.00188988791421256,-0.001626014047626,-0.00125553796635755,-0.000967344636368306,-0.00149463275398391,-0.163418882475,-0.00139273631969232,-0.0792410407457834,-0.110369261180558,-0.00255363556430152,-0.00761361262120789,-0.216003240596293,-0.0329242671612789,-0.35506842476548,-0.0142225204515394,-0.0385777792831644,-0.114422275407414,-0.0461911762153193,-5.2773835875
0.0185409852375,-0.08362367591125,0.06508269067375,-0.04619884724125,0.028482674865,0.01771617237625,-0.14320786447375,-0.122207001475,0.0828161815,0.18259868444875,0.08552722531,0.1713913196,0.0738168958425,-0.3307354407525,0.13958807700625,0.09524135628375,-0.11141287069125,-0.12747288175125,0.05123626479315,-0.04717994564065,-0.024323375261,0.0712758200925,0.0989459387,-0.1458983835315,0.03854051918875,-0.03854051918875,0.00628575395,-0.00628575395,-0.0596876196707941,-0.00241682682402066,-0.00273431014524433,-0.00110410245058846,-0.000973651098897124,-0.00151281813733999,-0.2868440045125,-0.00130676422409975,-0.25897388401212,-0.233020801318357,-0.00293180347064058,-0.0100900313296567,-0.236028387171859,-0.0263357992113255,-0.305483508568207,-0.0146958169578746,-0.0298412199936536,-0.116885524302241,-0.0584000625013997,-2.5053719572875
0.05316680998375,-0.13100670362875,0.077839893645,-0.0933036889825,0.0913983795475,0.00190530943499999,-0.0026779672,-0.02520820433375,-0.0990591909375,0.12694536247125,0.0345426455625,0.23120563487625,-0.105565853125,-0.16018242731375,0.1181872415125,0.3696746764925,-0.227668976125,-0.1833533371125,0.07480154488875,-0.15164114965625,-0.02748458114275,0.0262259348375,0.0081364874615,-0.00687784115625,0.08945999710625,-0.08945999710625,0.000461552153875,-0.000461552153875,-0.0684413222561773,-0.00215278706151463,-0.00242150189493541,-0.00130064244419528,-0.000711589223608437,-0.00147930709725231,-0.714094477875,-0.000956776953451844,-0.473420789356108,-0.398267368320817,-0.00252382493962717,-0.0153966814351033,-0.512301684489949,-0.0638181490287338,-0.569582425427126,-0.0146370877976494,-0.0424429258979577,-0.122321233350907,-0.0418829507603559,-2.90638583375
0.02856965585,-0.0578204190075,0.0292507631575,-0.1898462887875,0.05369200779475,0.13615428099275,-0.1255482531845,-0.05753953748375,0.0647294047,0.11835838596825,0.06133362719125,0.0529037866,0.01672694713375,-0.130964360925,0.15623214288,0.1468873035375,-0.140655801848,-0.00414225915,0.0134871074475,-0.171808492867,-0.07959600759125,0.0163204028875,0.0376480160825,0.02562758862125,0.0681837202875,-0.0681837202875,0.01093050583225,-0.01093050583225,-0.0376213449948236,-0.00187391682477643,-0.00220638420682031,-0.0009017163865977,-0.000774492091706716,-0.00152866979513158,-0.151629009025,-0.00105802330844701,-0.10225633737697,-0.106541400095222,-0.00242253943855921,-0.00724148232524006,-0.247463021853175,-0.0279893740645518,-0.340961768423059,-0.0101028750484937,-0.0381673556566465,-0.0870416359519232,-0.0391299678110804,-5.4016088875
0.015733951797125,-0.0938938288625,0.078159877065375,-0.24538669346875,0.08462995161625,0.1607567418525,-0.226442234575,0.0325992035425,0.0630473752125,0.13079565582,0.0528600902375,0.1808429436125,-0.06532845636875,-0.16837457748125,0.152513443465,0.237524138939125,-0.03405332842125,0.00419615076,0.008093639925,-0.368274044667875,-0.0430654411927875,-0.0093379713002125,-0.00484840612375,0.05725181861675,0.18684413763675,-0.18684413763675,0.02271099233125,-0.02271099233125,-0.0350155446707379,-0.00192836531598542,-0.00167624405523523,-0.00138010133302277,-0.00107546826207907,-0.00124165124272645,-0.13847701535,-0.00117299636301954,-0.100072758492723,-0.084892701958376,-0.00195376322433011,-0.00627379111983651,-0.174454965630871,-0.0225206191846613,-0.255285127363791,-0.0111147985704711,-0.0366333034772209,-0.10118441772465,-0.0446818782898859,-5.31580385
-0.07904313415925,0.06333348613875,0.0157096480205,-0.20947874496875,0.110592719475,0.09888602549375,-0.22545276426375,0.12765257629625,0.00725537386875,0.09054481409875,0.116433657965,0.16240504562,0.0567568823025,-0.3355955858875,0.15239868151625,0.11209218271,-0.1962779729,0.123882594335,0.12176273062375,-0.313858216285,-0.01929583505,-0.006561396496625,0.0245409297325,0.001316301814125,0.13727902897625,-0.13727902897625,-0.05168110005,0.05168110005,-0.0369916417113867,-0.00184865827823013,-0.00220336112971512,-0.00140453818550113,-0.000768159606975386,-0.00101854315016724,-0.11678347215,-0.0010219704102271,-0.113993763674153,-0.108181968728934,-0.00307844029614914,-0.00869774935712528,-0.221815976475125,-0.0279482748249172,-0.286490292941235,-0.0134426543208578,-0.0351268463269342,-0.0962603606353631,-0.0382535542844834,-5.3802627
-0.06261764316875,-0.07346914866875,0.1360867918375,-0.218684854725,0.07811973973125,0.14056511499375,-0.1793226120725,-0.2306415290125,0.11204721528,0.297916925805,0.0094143792375,0.0644812809825,0.0524207341375,-0.1263163943575,0.13353772391125,0.1247000168375,-0.06974943573,-0.04970842006625,0.1465890537125,-0.285368938665,-0.2067339478875,0.05788663361,0.108745411165,0.0401019031125,0.01162765465,-0.01162765465,0.02007656435125,-0.02007656435125,-0.0451097036726569,-0.00202856637145613,-0.0019867977893727,-0.00117174743151177,-0.00089227807703355,-0.00105610203534196,-0.1896575901625,-0.0010790123356006,-0.186814836531986,-0.176502313222237,-0.00285644075735199,-0.0131244289596752,-0.332521593306048,-0.035131808493204,-0.373579855897202,-0.0133514191775549,-0.0349689367940735,-0.100162358905872,-0.0522630619659145,-4.0186104025
-0.0239301718125,-0.1050004474925,0.128930619305,-0.16312356057625,0.1195914623,0.04353209827625,-0.0410568854,-0.12838833728875,-0.03863995987125,0.20808518256,0.12895600562,-0.005633855025,0.0486539513875,-0.1719761019825,0.0829926828098562,0.5189222801875,-0.20897157535375,-0.27529649313375,-0.006790690325,-0.110856204184856,0.0474267353375,0.04937312805375,-0.109397759925,0.01259789653375,-0.131540856528587,0.131540856528587,-0.051516930746875,0.051516930746875,-0.0365227500105457,-0.00191609802408195,-0.00226234514113652,-0.00143008651209736,-0.000950963770914731,-0.0011728674728146,-0.1013619758875,-0.00118217966351424,-0.0810407972262073,-0.11053557754965,-0.00206476555682387,-0.00809244803075425,-0.183657148263377,-0.022493670909735,-0.263490184084322,-0.0124308759061218,-0.0432354180063957,-0.0999886048494651,-0.0474982594068433,-5.4185028625
0.13354930244,-0.20690469173125,0.07335538929125,-0.2711492415825,0.20984393963,0.0613053019525,-0.041804501001125,0.08479552745,-0.0242030201375,-0.018788006311375,0.124509674875,-0.0649603221375,0.109390798856875,-0.168940151594375,0.03808178794125,0.226509928337062,-0.1577587845235,-0.142379823525,0.18612452885,-0.150577637079812,0.0898638946625,-0.016957470097625,0.0017372241875,-0.074643648752375,0.0989529899375,-0.0989529899375,-0.062665920295,0.062665920295,-0.104177764439671,-0.002788241219378,-0.00200875061952883,-0.0011999407525108,-0.00109774092898106,-0.00181640165302464,-0.49787440725,-0.00134207219903327,-0.381451829531117,-0.33962328047181,-0.00292123020596832,-0.0100907132448649,-0.363397181458358,-0.0505858373058271,-0.422571352609346,-0.0130030214847664,-0.0502404474450489,-0.125635368752888,-0.0470172191456782,-1.4653313582625
-0.1924593041375,0.03923236992,0.1532269342175,-0.2383610420075,0.2495754940125,-0.011214452005,-0.18782453209375,-0.0220118252525,-0.02312945721795,0.2329658145642,0.001416459175,0.055680417475,0.14908758525625,-0.20618446190625,0.0849612612425,0.48622019775,-0.029671059643205,-0.06830352965,0.01472222601375,-0.487929095713045,-0.129107379125,-0.008092107868125,0.09016375054875,0.047035736444375,0.15395860599875,-0.15395860599875,0.093203792375,-0.093203792375,-0.0430830865201183,-0.00209381155302809,-0.00202527015391893,-0.00116461389398733,-0.000859797674246998,-0.00150884745944954,-0.26782079762,-0.00128173829788479,-0.234330505296905,-0.241752905043504,-0.00289071009864803,-0.00896352256729156,-0.287166082115837,-0.0309492856003947,-0.370301735392495,-0.0133112358011238,-0.0452119870552616,-0.126851789705263,-0.0493257405742471,-5.0554333175
